import time: self [us] | cumulative | imported package
import time:      2202 |       2202 |                                           scipy.spatial.transform._rigid_transform_cy
import time:       381 |        381 |                                           scipy.spatial.transform._rigid_transform_xp
import time:      3597 |       6180 |                                         scipy.spatial.transform._rigid_transform
import time:       319 |        319 |                                         scipy.spatial.transform._rotation_spline
import time:       178 |        178 |                                         scipy.spatial.transform.rotation
import time:       321 |      21270 |                                       scipy.spatial.transform
import time:      1184 |      43564 |                                     scipy.spatial
import time:       385 |        385 |                                           scipy.optimize._dcsrch
import time:       474 |        859 |                                         scipy.optimize._linesearch
import time:      2285 |       2285 |                                           scipy.optimize._group_columns
import time:       522 |       2807 |                                         scipy.optimize._numdiff
import time:       354 |        354 |                                           scipy.optimize._hessian_update_strategy
import time:       477 |        830 |                                         scipy.optimize._differentiable_functions
import time:      2017 |       6512 |                                       scipy.optimize._optimize
import time:       461 |        461 |                                           scipy.optimize._trustregion
import time:       250 |        711 |                                         scipy.optimize._trustregion_dogleg
import time:       230 |        230 |                                         scipy.optimize._trustregion_ncg
import time:      2140 |       2140 |                                             scipy.optimize._trlib._trlib
import time:       184 |       2324 |                                           scipy.optimize._trlib
import time:       168 |       2491 |                                         scipy.optimize._trustregion_krylov
import time:       331 |        331 |                                         scipy.optimize._trustregion_exact
import time:       429 |        429 |                                             scipy.optimize._constraints
import time:        55 |         55 |                                                   sksparse
import time:        12 |         67 |                                                 sksparse.cholmod
import time:       204 |        271 |                                               scipy.optimize._trustregion_constr.projections
import time:       270 |        270 |                                               scipy.optimize._trustregion_constr.qp_subproblem
import time:       247 |        786 |                                             scipy.optimize._trustregion_constr.equality_constrained_sqp
import time:       274 |        274 |                                             scipy.optimize._trustregion_constr.canonical_constraint
import time:       281 |        281 |                                             scipy.optimize._trustregion_constr.tr_interior_point
import time:       217 |        217 |                                             scipy.optimize._trustregion_constr.report
import time:       433 |       2419 |                                           scipy.optimize._trustregion_constr.minimize_trustregion_constr
import time:       180 |       2599 |                                         scipy.optimize._trustregion_constr
import time:      2066 |       2066 |                                           scipy.optimize._lbfgsb
import time:       285 |       2350 |                                         scipy.optimize._lbfgsb_py
import time:      1979 |       1979 |                                           scipy.optimize._moduleTNC
import time:       292 |       2271 |                                         scipy.optimize._tnc
import time:       220 |        220 |                                         scipy.optimize._cobyla_py
import time:       182 |        182 |                                         scipy.optimize._cobyqa_py
import time:      2284 |       2284 |                                           scipy.optimize._slsqplib
import time:       291 |       2574 |                                         scipy.optimize._slsqp_py
import time:       439 |      14392 |                                       scipy.optimize._minimize
import time:      2868 |       2868 |                                           scipy.optimize._minpack
import time:       378 |        378 |                                                 scipy.optimize._lsq.common
import time:       224 |        602 |                                               scipy.optimize._lsq.trf
import time:       238 |        238 |                                               scipy.optimize._lsq.dogbox
import time:       433 |       1272 |                                             scipy.optimize._lsq.least_squares
import time:      2108 |       2108 |                                                 scipy.optimize._lsq.givens_elimination
import time:       178 |       2285 |                                               scipy.optimize._lsq.trf_linear
import time:       244 |        244 |                                               scipy.optimize._lsq.bvls
import time:       237 |       2766 |                                             scipy.optimize._lsq.lsq_linear
import time:       339 |       4376 |                                           scipy.optimize._lsq
import time:       356 |       7600 |                                         scipy.optimize._minpack_py
import time:       257 |        257 |                                         scipy.optimize._spectral
import time:      1516 |       1516 |                                         scipy.optimize._nonlin
import time:       363 |       9734 |                                       scipy.optimize._root
import time:      2155 |       2155 |                                           scipy.optimize._zeros
import time:       406 |       2560 |                                         scipy.optimize._zeros_py
import time:       311 |       2871 |                                       scipy.optimize._root_scalar
import time:       521 |        521 |                                       scipy.optimize._nnls
import time:       988 |        988 |                                       scipy.optimize._basinhopping
import time:       163 |        163 |                                             scipy.optimize._highspy
import time:      5285 |       5285 |                                             scipy.optimize._highspy._core
import time:      2348 |       2348 |                                             scipy.optimize._highspy._highs_options
import time:       413 |       8208 |                                           scipy.optimize._highspy._highs_wrapper
import time:       163 |       8370 |                                         scipy.optimize._linprog_highs
import time:        56 |         56 |                                                         uarray
import time:      2521 |       2521 |                                                             scipy._lib._uarray._uarray
import time:       779 |       3299 |                                                           scipy._lib._uarray._backend
import time:       210 |       3509 |                                                         scipy._lib._uarray
import time:       206 |       3770 |                                                       scipy._lib.uarray
import time:      5732 |       9501 |                                                     scipy.fft._basic
import time:      2581 |       2581 |                                                     scipy.fft._realtransforms
import time:       426 |        426 |                                                       scipy.fft._fftlog_backend
import time:       849 |       1274 |                                                     scipy.fft._fftlog
import time:      2627 |       2627 |                                                           scipy.fft._pocketfft.pypocketfft
import time:       484 |        484 |                                                           scipy.fft._pocketfft.helper
import time:       304 |       3414 |                                                         scipy.fft._pocketfft.basic
import time:       270 |        270 |                                                         scipy.fft._pocketfft.realtransforms
import time:       213 |       3896 |                                                       scipy.fft._pocketfft
import time:      1277 |       5173 |                                                     scipy.fft._helper
import time:       627 |        627 |                                                       scipy.fft._basic_backend
import time:       183 |        183 |                                                       scipy.fft._realtransforms_backend
import time:       736 |       1546 |                                                     scipy.fft._backend
import time:       413 |      20486 |                                                   scipy.fft
import time:      2209 |      22694 |                                                 scipy.linalg._decomp_interpolative
import time:       254 |      22948 |                                               scipy.linalg.interpolative
import time:       403 |      23351 |                                             scipy.optimize._remove_redundancy
import time:       517 |      23868 |                                           scipy.optimize._linprog_util
import time:        66 |         66 |                                           sksparse
import time:        45 |         45 |                                             scikits
import time:        10 |         54 |                                           scikits.umfpack
import time:       463 |      24450 |                                         scipy.optimize._linprog_ip
import time:       305 |        305 |                                         scipy.optimize._linprog_simplex
import time:      2371 |       2371 |                                           scipy.optimize._bglu_dense
import time:       298 |       2668 |                                         scipy.optimize._linprog_rs
import time:       404 |        404 |                                         scipy.optimize._linprog_doc
import time:       212 |      36408 |                                       scipy.optimize._linprog
import time:      2422 |       2422 |                                       scipy.optimize._lsap
import time:      2016 |       2016 |                                       scipy.optimize._differentialevolution
import time:      2699 |       2699 |                                         scipy.optimize._pava_pybind
import time:       166 |       2864 |                                       scipy.optimize._isotonic
import time:       234 |        234 |                                           scipy.optimize._shgo_lib
import time:       596 |        596 |                                           scipy.optimize._shgo_lib._vertex
import time:       447 |       1277 |                                         scipy.optimize._shgo_lib._complex
import time:      1029 |       2305 |                                       scipy.optimize._shgo
import time:       918 |        918 |                                       scipy.optimize._dual_annealing
import time:       345 |        345 |                                       scipy.optimize._qap
import time:      2264 |       2264 |                                         scipy.optimize._direct
import time:       427 |       2690 |                                       scipy.optimize._direct_py
import time:       454 |        454 |                                       scipy.optimize._milp
import time:       204 |        204 |                                       scipy.optimize.cobyla
import time:       201 |        201 |                                       scipy.optimize.lbfgsb
import time:       725 |        725 |                                       scipy.optimize.linesearch
import time:       112 |        112 |                                       scipy.optimize.minpack
import time:       102 |        102 |                                       scipy.optimize.minpack2
import time:       198 |        198 |                                       scipy.optimize.moduleTNC
import time:        95 |         95 |                                       scipy.optimize.nonlin
import time:        92 |         92 |                                       scipy.optimize.optimize
import time:        83 |         83 |                                       scipy.optimize.slsqp
import time:        80 |         80 |                                       scipy.optimize.tnc
import time:        89 |         89 |                                       scipy.optimize.zeros
import time:       984 |      88394 |                                     scipy.optimize
import time:       357 |        357 |                                         scipy._lib.doccer
import time:       245 |        245 |                                         scipy.stats._distr_params
import time:      2468 |       2468 |                                         scipy.integrate._quadrature
import time:      2481 |       2481 |                                           scipy.integrate._odepack
import time:       934 |       3415 |                                         scipy.integrate._odepack_py
import time:      2361 |       2361 |                                           scipy.integrate._quadpack
import time:      2639 |       5000 |                                         scipy.integrate._quadpack_py
import time:      2350 |       2350 |                                           scipy.integrate._vode
import time:      2302 |       2302 |                                           scipy.integrate._dop
import time:       609 |       5260 |                                         scipy.integrate._ode
import time:      2892 |       2892 |                                         scipy.integrate._bvp
import time:       272 |        272 |                                               scipy.integrate._ivp.common
import time:       270 |        270 |                                               scipy.integrate._ivp.base
import time:       264 |        804 |                                             scipy.integrate._ivp.bdf
import time:       335 |        335 |                                             scipy.integrate._ivp.radau
import time:       220 |        220 |                                               scipy.integrate._ivp.dop853_coefficients
import time:       363 |        582 |                                             scipy.integrate._ivp.rk
import time:       235 |        235 |                                             scipy.integrate._ivp.lsoda
import time:      1861 |       3815 |                                           scipy.integrate._ivp.ivp
import time:       253 |       4068 |                                         scipy.integrate._ivp
import time:       805 |        805 |                                         scipy.integrate._quad_vec
import time:       223 |        223 |                                           scipy._lib._elementwise_iterative_method
import time:      1940 |       2162 |                                         scipy.integrate._tanhsinh
import time:       341 |        341 |                                             scipy.integrate._rules._base
import time:       218 |        218 |                                             scipy.integrate._rules._genz_malik
import time:       178 |        178 |                                               scipy.integrate._rules._gauss_legendre
import time:       111 |        289 |                                             scipy.integrate._rules._gauss_kronrod
import time:       295 |       1141 |                                           scipy.integrate._rules
import time:      1598 |       2738 |                                         scipy.integrate._cubature
import time:       670 |        670 |                                         scipy.integrate._lebedev
import time:       233 |        233 |                                         scipy.integrate.dop
import time:       583 |        583 |                                         scipy.integrate.lsoda
import time:       211 |        211 |                                         scipy.integrate.vode
import time:        90 |         90 |                                         scipy.integrate.odepack
import time:       169 |        169 |                                         scipy.integrate.quadpack
import time:       108 |        108 |                                         scipy.stats._finite_differences
import time:       161 |        161 |                                         scipy.stats._constants
import time:       222 |        222 |                                         scipy.stats._censored_data
import time:      1440 |      33285 |                                       scipy.stats._distn_infrastructure
import time:      3713 |       3713 |                                                 scipy.interpolate._fitpack
import time:      2513 |       2513 |                                                 scipy.interpolate._dfitpack
import time:       837 |       7061 |                                               scipy.interpolate._fitpack_impl
import time:      2326 |       2326 |                                                 scipy.interpolate._dierckx
import time:      1881 |       4206 |                                               scipy.interpolate._bsplines
import time:      2389 |      13656 |                                             scipy.interpolate._fitpack_py
import time:       498 |        498 |                                             scipy.interpolate._polyint
import time:      2572 |       2572 |                                             scipy.interpolate._ppoly
import time:      2668 |       2668 |                                             scipy.interpolate._interpnd
import time:      1731 |      21123 |                                           scipy.interpolate._interpolate
import time:      3355 |       3355 |                                           scipy.interpolate._fitpack2
import time:       659 |        659 |                                           scipy.interpolate._rbf
import time:       105 |        105 |                                               scipy.interpolate._rbfinterp_common
import time:      2441 |       2441 |                                               scipy.interpolate._rbfinterp_pythran
import time:       234 |       2780 |                                             scipy.interpolate._rbfinterp_np
import time:       274 |        274 |                                             scipy.interpolate._rbfinterp_xp
import time:       843 |       3896 |                                           scipy.interpolate._rbfinterp
import time:      1777 |       1777 |                                           scipy.interpolate._cubic
import time:       276 |        276 |                                           scipy.interpolate._ndgriddata
import time:      1660 |       1660 |                                           scipy.interpolate._fitpack_repro
import time:       109 |        109 |                                           scipy.interpolate._pade
import time:      2496 |       2496 |                                             scipy.interpolate._rgi_cython
import time:       636 |        636 |                                             scipy.interpolate._ndbspline
import time:       936 |       4067 |                                           scipy.interpolate._rgi
import time:       385 |        385 |                                           scipy.interpolate._bary_rational
import time:       106 |        106 |                                           scipy.interpolate.fitpack
import time:       238 |        238 |                                           scipy.interpolate.fitpack2
import time:        82 |         82 |                                           scipy.interpolate.interpolate
import time:        81 |         81 |                                           scipy.interpolate.ndgriddata
import time:        81 |         81 |                                           scipy.interpolate.polyint
import time:        77 |         77 |                                           scipy.interpolate.rbf
import time:        85 |         85 |                                           scipy.interpolate.interpnd
import time:       418 |      38466 |                                         scipy.interpolate
import time:      3492 |       3492 |                                           scipy.special.cython_special
import time:      2768 |       6259 |                                         scipy.stats._stats
import time:       514 |        514 |                                         scipy.stats._tukeylambda_stats
import time:       417 |        417 |                                         scipy.stats._ksstats
import time:     27452 |      73106 |                                       scipy.stats._continuous_distns
import time:      2701 |       2701 |                                         scipy.stats._biasedurn
import time:      2360 |       2360 |                                         scipy.stats._stats_pythran
import time:      5827 |      10888 |                                       scipy.stats._discrete_distns
import time:      3202 |       3202 |                                         scipy.stats._levy_stable.levyst
import time:      1537 |       4739 |                                       scipy.stats._levy_stable
import time:       387 |        387 |                                         scipy.stats._axis_nan_policy
import time:      1691 |       2078 |                                       scipy.stats._entropy
import time:       361 |     124455 |                                     scipy.stats.distributions
import time:       267 |        267 |                                       scipy._lib._bunch
import time:      1751 |       1751 |                                       scipy.stats._stats_mstats_common
import time:      1314 |       3332 |                                     scipy.stats._mstats_basic
import time:       177 |        177 |                                       scipy.stats._common
import time:      6596 |       6772 |                                     scipy.stats._resampling
import time:       637 |        637 |                                     scipy.stats._binomtest
import time:     77812 |     344963 |                                   scipy.stats._stats_py
import time:      2199 |       2199 |                                   scipy.stats._variation
import time:      2879 |       2879 |                                     scipy.stats._ansari_swilk_statistics
import time:      5315 |       5315 |                                       scipy.stats._hypotests
import time:       536 |       5851 |                                     scipy.stats._wilcoxon
import time:      2874 |       2874 |                                     scipy.stats._fit
import time:       426 |        426 |                                       scipy.stats._relative_risk
import time:       465 |        465 |                                       scipy.stats._crosstab
import time:       253 |        253 |                                       scipy.stats._odds_ratio
import time:      1405 |       2548 |                                     scipy.stats.contingency
import time:     29638 |      43788 |                                   scipy.stats._morestats
import time:       306 |        306 |                                         scipy.sparse.csgraph._laplacian
import time:      5197 |       5197 |                                             scipy.sparse.csgraph._tools
import time:       179 |       5375 |                                           scipy.sparse.csgraph._validation
import time:      3828 |       9203 |                                         scipy.sparse.csgraph._shortest_path
import time:      3103 |       3103 |                                         scipy.sparse.csgraph._traversal
import time:      2608 |       2608 |                                         scipy.sparse.csgraph._min_spanning_tree
import time:      2589 |       2589 |                                         scipy.sparse.csgraph._flow
import time:      2583 |       2583 |                                         scipy.sparse.csgraph._matching
import time:      2641 |       2641 |                                         scipy.sparse.csgraph._reordering
import time:       440 |      23469 |                                       scipy.sparse.csgraph
import time:      2652 |       2652 |                                       scipy.stats._sobol
import time:      3029 |       3029 |                                       scipy.stats._qmc_cy
import time:      1150 |      30299 |                                     scipy.stats._qmc
import time:      2260 |      32558 |                                   scipy.stats._multicomp
import time:      5956 |       5956 |                                   scipy.stats._binned_statistic
import time:       464 |        464 |                                       scipy.stats._covariance
import time:      3086 |       3086 |                                         scipy.stats._rcont.rcont
import time:       237 |       3323 |                                       scipy.stats._rcont
import time:      2979 |       2979 |                                         scipy.stats._qmvnt_cy
import time:       471 |       3449 |                                       scipy.stats._qmvnt
import time:      5444 |      12679 |                                     scipy.stats._multivariate
import time:       498 |      13177 |                                   scipy.stats._kde
import time:       365 |        365 |                                     scipy.stats._mstats_extras
import time:       541 |        906 |                                   scipy.stats.mstats
import time:       266 |        266 |                                   scipy.stats.qmc
import time:      3425 |       3425 |                                   scipy.stats._page_trend_test
import time:      3995 |       3995 |                                   scipy.stats._mannwhitneyu
import time:      1516 |       1516 |                                   scipy.stats._bws_test
import time:      4187 |       4187 |                                   scipy.stats._sensitivity_analysis
import time:      3760 |       3760 |                                   scipy.stats._survival
import time:       365 |        365 |                                     scipy.optimize._bracket
import time:       370 |        370 |                                     scipy.optimize._chandrupatla
import time:       434 |        434 |                                     scipy.stats._probability_distribution
import time:     10035 |      11202 |                                   scipy.stats._distribution_infrastructure
import time:     12170 |      12170 |                                   scipy.stats._new_distributions
import time:       285 |        285 |                                             scipy.ndimage._ni_support
import time:      2742 |       2742 |                                             scipy.ndimage._nd_image
import time:       394 |        394 |                                             scipy.ndimage._ni_docstrings
import time:      2784 |       2784 |                                             scipy.ndimage._rank_filter_1d
import time:      1300 |       7503 |                                           scipy.ndimage._filters
import time:       283 |        283 |                                           scipy.ndimage._fourier
import time:       602 |        602 |                                           scipy.ndimage._interpolation
import time:      2717 |       2717 |                                             scipy.ndimage._ni_label
import time:       439 |        439 |                                             scipy.ndimage._morphology
import time:       365 |       3521 |                                           scipy.ndimage._measurements
import time:       229 |      12136 |                                         scipy.ndimage._ndimage_api
import time:       335 |        335 |                                         scipy.ndimage._delegators
import time:     22734 |      35205 |                                       scipy.ndimage._support_alternative_backends
import time:       388 |        388 |                                       scipy.ndimage.filters
import time:       231 |        231 |                                       scipy.ndimage.fourier
import time:       507 |        507 |                                       scipy.ndimage.interpolation
import time:       248 |        248 |                                       scipy.ndimage.measurements
import time:       207 |        207 |                                       scipy.ndimage.morphology
import time:       936 |      37718 |                                     scipy.ndimage
import time:      5469 |      43186 |                                   scipy.stats._mgc
import time:     26729 |      26729 |                                   scipy.stats._correlation
import time:     13130 |      13130 |                                   scipy.stats._quantile
import time:       523 |        523 |                                   scipy.stats.biasedurn
import time:       607 |        607 |                                   scipy.stats.kde
import time:       588 |        588 |                                   scipy.stats.morestats
import time:       616 |        616 |                                   scipy.stats.mstats_basic
import time:       314 |        314 |                                   scipy.stats.mstats_extras
import time:       628 |        628 |                                   scipy.stats.mvn
import time:       200 |        200 |                                   scipy.stats.stats
import time:       901 |     571904 |                                 scipy.stats
import time:        71 |         71 |                                 pandas
import time:       127 |        127 |                                   sklearn.externals._packaging
import time:       235 |        235 |                                   sklearn.externals._packaging._structures
import time:      1318 |       1680 |                                 sklearn.externals._packaging.version
import time:       212 |        212 |                                         ctypes.macholib
import time:       358 |        358 |                                         ctypes.macholib.framework
import time:       419 |        419 |                                         ctypes.macholib.dylib
import time:       497 |       1485 |                                       ctypes.macholib.dyld
import time:       403 |       1887 |                                     ctypes.util
import time:       893 |       2780 |                                   threadpoolctl
import time:       387 |       3167 |                                 sklearn.utils.parallel
import time:        83 |         83 |                                 pyarrow
import time:       408 |     644804 |                               sklearn.utils.fixes
import time:       451 |     694437 |                             sklearn.utils._array_api
import time:      3222 |       3222 |                               sklearn._cyutility
import time:      3278 |       6500 |                             sklearn.utils._isfinite
import time:      1975 |       1975 |                             sklearn.utils._tags
import time:       874 |     718448 |                           sklearn.utils.validation
import time:       544 |     842014 |                         sklearn.utils._param_validation
import time:       278 |     842291 |                       sklearn.utils._chunking
import time:       354 |        354 |                           sklearn.utils.deprecation
import time:      3384 |       3384 |                             sklearn.utils.sparsefuncs_fast
import time:       320 |       3704 |                           sklearn.utils.sparsefuncs
import time:       522 |       4580 |                         sklearn.utils.extmath
import time:       826 |       5405 |                       sklearn.utils._indexing
import time:       628 |        628 |                         sklearn.utils._missing
import time:       298 |        926 |                       sklearn.utils._mask
import time:       302 |        302 |                         sklearn.utils._repr_html
import time:       902 |       1204 |                       sklearn.utils._repr_html.base
import time:      1140 |       1140 |                           html.entities
import time:       672 |       1812 |                         html
import time:      1242 |       3054 |                       sklearn.utils._repr_html.estimator
import time:       275 |        275 |                       sklearn.utils.class_weight
import time:       236 |        236 |                       sklearn.utils.discovery
import time:      3141 |       3141 |                       sklearn.utils.murmurhash
import time:       275 |     858359 |                     sklearn.utils
import time:        14 |     858372 |                   sklearn.utils._metadata_requests
import time:        74 |         74 |                     sklearn.externals._numpydoc
import time:       695 |        695 |                     sklearn.externals._numpydoc.docscrape
import time:       335 |       1103 |                   sklearn.utils._repr_html.params
import time:       227 |        227 |                     sklearn.utils._available_if
import time:       463 |        690 |                   sklearn.utils._set_output
import time:       510 |     861024 |                 sklearn.base
import time:      3636 |       3636 |                   sklearn.utils._openmp_helpers
import time:       229 |       3865 |                 sklearn.utils._show_versions
import time:       267 |     867227 |               sklearn
import time:       423 |        423 |                 sklearn.metrics.cluster._bicluster
import time:      2936 |       2936 |                   sklearn.metrics.cluster._expected_mutual_info_fast
import time:       584 |        584 |                     sklearn.utils._unique
import time:       296 |        879 |                   sklearn.utils.multiclass
import time:       491 |       4305 |                 sklearn.metrics.cluster._supervised
import time:      3255 |       3255 |                         sklearn.metrics._dist_metrics
import time:      3115 |       3115 |                             sklearn.metrics._pairwise_distances_reduction._datasets_pair
import time:      3053 |       3053 |                             sklearn.utils._cython_blas
import time:      3285 |       9451 |                           sklearn.metrics._pairwise_distances_reduction._base
import time:      2991 |       2991 |                           sklearn.metrics._pairwise_distances_reduction._middle_term_computer
import time:      2732 |       2732 |                           sklearn.utils._heap
import time:      2926 |       2926 |                           sklearn.utils._sorting
import time:      3072 |      21170 |                         sklearn.metrics._pairwise_distances_reduction._argkmin
import time:      2974 |       2974 |                         sklearn.metrics._pairwise_distances_reduction._argkmin_classmode
import time:      2977 |       2977 |                           sklearn.utils._vector_sentinel
import time:      3131 |       6108 |                         sklearn.metrics._pairwise_distances_reduction._radius_neighbors
import time:      2989 |       2989 |                         sklearn.metrics._pairwise_distances_reduction._radius_neighbors_classmode
import time:       415 |      36907 |                       sklearn.metrics._pairwise_distances_reduction._dispatcher
import time:       258 |      37164 |                     sklearn.metrics._pairwise_distances_reduction
import time:      3119 |       3119 |                     sklearn.metrics._pairwise_fast
import time:       638 |        638 |                           sklearn.utils._encode
import time:       688 |       1325 |                         sklearn.preprocessing._encoders
import time:      1660 |       2985 |                       sklearn.preprocessing._data
import time:       209 |        209 |                         sklearn.utils.stats
import time:       413 |        621 |                       sklearn.preprocessing._discretization
import time:       248 |        248 |                         sklearn.utils.metaestimators
import time:       344 |        591 |                       sklearn.preprocessing._function_transformer
import time:       615 |        615 |                       sklearn.preprocessing._label
import time:      3170 |       3170 |                         sklearn.preprocessing._csr_polynomial_expansion
import time:       537 |       3707 |                       sklearn.preprocessing._polynomial
import time:      3345 |       3345 |                         sklearn.preprocessing._target_encoder_fast
import time:       435 |       3780 |                       sklearn.preprocessing._target_encoder
import time:       332 |      12628 |                     sklearn.preprocessing
import time:       617 |      53527 |                   sklearn.metrics.pairwise
import time:       321 |      53848 |                 sklearn.metrics.cluster._unsupervised
import time:       397 |      58970 |               sklearn.metrics.cluster
import time:      1051 |       1051 |               sklearn.metrics._classification
import time:       231 |        231 |                 sklearn.metrics._plot
import time:       302 |        302 |                 sklearn.utils._optional_dependencies
import time:       216 |        216 |                   sklearn.utils._response
import time:       341 |        557 |                 sklearn.utils._plotting
import time:       426 |       1514 |               sklearn.metrics._plot.confusion_matrix
import time:       297 |        297 |                   sklearn.metrics._base
import time:       735 |       1032 |                 sklearn.metrics._ranking
import time:       697 |       1729 |               sklearn.metrics._plot.det_curve
import time:       763 |        763 |               sklearn.metrics._plot.precision_recall_curve
import time:      1210 |       1210 |               sklearn.metrics._plot.regression
import time:       477 |        477 |               sklearn.metrics._plot.roc_curve
import time:       615 |        615 |               sklearn.metrics._regression
import time:      2816 |       2816 |               sklearn.metrics._scorer
import time:       415 |     936782 |             sklearn.metrics
import time:       351 |        351 |             sentence_transformers.util.tensor
import time:       398 |     937530 |           sentence_transformers.util.similarity
import time:       304 |     937834 |         sentence_transformers.util.retrieval
import time:       184 |     940564 |       sentence_transformers.util
import time:       232 |     940795 |     sentence_transformers.backend.quantize
import time:       272 |    2810939 |   sentence_transformers.backend
import time:       823 |        823 |       sentence_transformers.base.data_collator
import time:       750 |        750 |         huggingface_hub.serialization._base
import time:       823 |        823 |         huggingface_hub.serialization._torch
import time:      3903 |       3903 |           safetensors._safetensors_rust
import time:       290 |       4193 |         safetensors
import time:       661 |        661 |         safetensors.torch
import time:       747 |        747 |         transformers.initialization
import time:      3609 |       3609 |               transformers.utils.quantization_config
import time:       557 |        557 |               transformers.integrations.deepspeed
import time:       212 |        212 |               transformers.integrations.fsdp
import time:       764 |       5141 |             transformers.integrations.accelerate
import time:       193 |        193 |               transformers.distributed
import time:      1363 |       1556 |             transformers.integrations.tensor_parallel
import time:      1056 |       1056 |             transformers.utils.loading_report
import time:       895 |       8646 |           transformers.core_model_loading
import time:      1085 |       9730 |         transformers.conversion_mapping
import time:       441 |        441 |           transformers.modeling_flash_attention_utils
import time:       322 |        322 |           transformers.integrations.npu_flash_attention
import time:       447 |       1209 |         transformers.integrations.flash_attention
import time:        48 |         48 |         kernels
import time:        67 |         67 |                   opentelemetry
import time:       175 |        175 |                       opentelemetry.environment_variables
import time:       412 |        412 |                           opentelemetry.context.context
import time:        91 |         91 |                             opentelemetry.util
import time:       280 |        280 |                               importlib_metadata._meta
import time:       280 |        280 |                               importlib_metadata._collections
import time:       159 |        159 |                               importlib_metadata._compat
import time:       276 |        276 |                               importlib_metadata._functools
import time:       372 |        372 |                               importlib_metadata._itertools
import time:       121 |        121 |                               importlib_metadata._typing
import time:       112 |        112 |                               importlib_metadata.compat
import time:       169 |        169 |                               importlib_metadata.compat.py39
import time:       137 |        137 |                               importlib_metadata.compat.py311
import time:      1533 |       3434 |                             importlib_metadata
import time:       345 |       3869 |                           opentelemetry.util._importlib_metadata
import time:       247 |        247 |                                 zipp._functools
import time:       181 |        181 |                                   zipp.compat
import time:       228 |        409 |                                 zipp.compat.py310
import time:       186 |        186 |                                   zipp.compat.py313
import time:       130 |        316 |                                 zipp.glob
import time:       521 |       1492 |                               zipp
import time:         9 |       1500 |                             zipp.compat
import time:       150 |       1650 |                           zipp.compat.overlay
import time:      8284 |      14213 |                         opentelemetry.context
import time:       395 |        395 |                           opentelemetry.util.types
import time:       246 |        641 |                         opentelemetry.metrics._internal.observation
import time:      1625 |      16478 |                       opentelemetry.metrics._internal.instrument
import time:       320 |        320 |                       opentelemetry.util._once
import time:       338 |        338 |                       opentelemetry.util._providers
import time:      1183 |      18492 |                     opentelemetry.metrics._internal
import time:       268 |      18760 |                   opentelemetry.metrics
import time:       441 |        441 |                     opentelemetry.attributes
import time:       208 |        208 |                         opentelemetry.trace.status
import time:       997 |       1205 |                       opentelemetry.trace.span
import time:       224 |       1428 |                     opentelemetry.trace.propagation
import time:       221 |        221 |                     opentelemetry.util._decorator
import time:       764 |       2852 |                   opentelemetry.trace
import time:      1419 |      23097 |                 transformers.utils.metrics
import time:      1680 |       1680 |                   transformers.generation.continuous_batching.requests
